Tmem131,3.04994,chr1,36939697,36940191
Tmem131,6.28038,chr1,37028939,37029499
Inpp4a,4.62765,chr1,37299918,37300477
Coa5;Unc50,4.56676,chr1,37429617,37430091
Mgat4a,4.40156,chr1,37478125,37479060
Mgat4a,4.2971,chr1,37496546,37496968
2010300C02Rik;Mgat4a;4930594C11Rik,6.28038,chr1,37585694,37586307
Tsga10,3.10765,chr1,37865325,37865736
Mrpl30;Mitd1,4.14354,chr1,37890175,37890749
Txndc9;Eif5b,3.47808,chr1,37997794,37998129
Chst10;Lonrf2,5.82911,chr1,38777566,38777812
Npas2,12.7864,chr1,39196674,39197267
Npas2,3.79859,chr1,39206939,39207179
Npas2,4.12503,chr1,39280936,39281290
Rpl31,5.68593,chr1,39368467,39368820
Rnf149,7.58124,chr1,39576039,39577413
1700066B17Rik,36.3352,chr1,39842121,39842969
Map4k4,4.85868,chr1,39901196,39902247
Map4k4,6.3177,chr1,39902550,39902898
Map4k4,10.0571,chr1,39923482,39924026
Map4k4,5.94983,chr1,39936418,39936779
Il18r1;Il1rl2;Il1r1;Il1rl1,8.778,chr1,40386238,40386534
Il18r1;Il1rl2;Il1r1;Il1rl1,6.70318,chr1,40393300,40393562
Il18r1,5.06479,chr1,40465607,40465991
Il18rap,9.53914,chr1,40515070,40516606
Mrps9,5.15629,chr1,42851113,42851483
Nck2,4.28707,chr1,43446031,43446451
Nck2,8.64291,chr1,43539784,43540161
Uxs1,4.15526,chr1,43827422,43827762
Tex30,4.88893,chr1,44101709,44102762
Bivm,5.15629,chr1,44122394,44122645
Wdr75,5.67192,chr1,45795057,45795768
Nabp1,3.26197,chr1,51448787,51449022
Nabp1,6.2421,chr1,51478100,51478859
Nabp1,12.0289,chr1,51508998,51509581
Nabp1,5.90854,chr1,51509821,51510179
Nabp1,5.19112,chr1,51514617,51514952
Nabp1,3.80932,chr1,51525723,51525994
Nabp1,4.85868,chr1,51572447,51572796
,4.14057,chr1,51584887,51585226
,6.95888,chr1,51593986,51594220
Stat4,5.43029,chr1,52010801,52011232
Stat4,5.80206,chr1,52019655,52020094
Stat4,3.72545,chr1,52022338,52022608
Stat1,5.48334,chr1,52118930,52119857
Gls,4.34919,chr1,52228251,52228489
Gls,3.61098,chr1,52231425,52232652
Gls,5.25174,chr1,52232956,52233220
Nab1,19.8328,chr1,52363711,52363981
Nab1,5.43662,chr1,52374788,52375039
Nab1,5.28874,chr1,52499624,52500169
Nab1,3.93242,chr1,52500653,52500891
Tmem194b;Nab1;Mfsd6,6.94147,chr1,52597793,52598090
Tmem194b,2.98121,chr1,52630396,52631096
Mfsd6,3.51848,chr1,52727012,52727313
Inpp1,7.27201,chr1,52798767,52800022
Hibch,6.96408,chr1,52844852,52845312
Pms1;Ormdl1,3.64413,chr1,53297159,53297393
Asnsd1,8.5942,chr1,53352281,53352733
Stk17b,4.61687,chr1,53773062,53773373
Stk17b,5.15629,chr1,53781094,53781942
Stk17b,5.15629,chr1,53782320,53782888
Stk17b,5.21916,chr1,53784154,53785167
Stk17b;Mir7681;Hecw2;Dnah7a,7.44251,chr1,53797851,53798110
Hecw2,4.89276,chr1,53838106,53838363
Hecw2,21.2481,chr1,53844930,53845633
Hecw2,7.60256,chr1,53889394,53889665
Ankrd44,3.6969,chr1,54860497,54860818
Ankrd44,3.91432,chr1,54896974,54897226
Ankrd44,4.3493,chr1,54907050,54907721
Ankrd44,5.41411,chr1,54909045,54909426
Ankrd44,3.19661,chr1,54914446,54914709
Ankrd44,4.97717,chr1,54922173,54922492
Ankrd44,5.25174,chr1,54923743,54924421
Ankrd44,7.46169,chr1,54925836,54926546
Sf3b1,6.00193,chr1,55025786,55026336
Coq10b,4.60163,chr1,55052403,55053019
Hspd1;Hspe1,3.84757,chr1,55087522,55088683
Mars2,3.58882,chr1,55236825,55237454
4930558J18Rik;1700066M21Rik,7.60256,chr1,57377311,57378185
Sgol2,15.0047,chr1,57995718,57996393
Bzw1,4.74824,chr1,58393638,58393890
Clk1,6.60205,chr1,58423166,58424035
Ppil3;Nif3l1,3.51848,chr1,58445745,58446085
Ndufb3;Fam126b,4.11514,chr1,58586424,58586700
Gm20257,10.3126,chr1,58651718,58652514
Gm20257,3.38588,chr1,58652867,58653111
Cflar,5.57337,chr1,58711037,58711777
Cflar,4.17528,chr1,58719844,58720175
Cflar,4.80156,chr1,58721097,58721702
Casp8,6.21951,chr1,58795317,58795707
Casp8,7.71673,chr1,58796877,58797521
Trak2,6.63359,chr1,58956294,58956541
Tmem237,8.10251,chr1,59119745,59120331
Als2,6.30648,chr1,59237253,59237894
Gm973,5.0417,chr1,59608651,59609062
Sumo1,4.38285,chr1,59670895,59671209
Nop58,9.76691,chr1,59684851,59685656
Bmpr2,4.91067,chr1,59763076,59763486
Fam117b,2.94228,chr1,59912561,59913241
Ica1l,16.1968,chr1,60016042,60016568
Wdr12;Carf,2.80594,chr1,60097328,60098310
Wdr12;Carf;Nbeal1,3.93892,chr1,60158489,60158764
Nbeal1,4.62765,chr1,60180279,60180645
Nbeal1,18.6058,chr1,60240463,60240965
Cd28,5.43662,chr1,60746302,60747179
Cd28,5.61491,chr1,60749168,60749574
Cd28,4.91067,chr1,60755562,60755870
Ctla4,16.2864,chr1,60908537,60909985
Ctla4,4.12503,chr1,60911584,60911898
Ctla4,19.0466,chr1,60913199,60914234
Icos,4.13679,chr1,61046044,61046703
Icos,5.87155,chr1,61050366,61050609
4930487H11Rik;Nrp2,4.73828,chr1,62829703,62830093
4930487H11Rik;Nrp2,10.6543,chr1,62875666,62876155
Ino80d;Ino80dos,5.5119,chr1,63113581,63114416
Ndufs1;Snora41;Eef1b2,2.90569,chr1,63176803,63177500
Mdh1b;Fastkd2,12.3454,chr1,63730331,63731031
Klf7;Mir6899;Gm13749;Mir1958,16.9152,chr1,64000601,64001132
Klf7,6.61092,chr1,64120340,64120867
Klf7,4.62765,chr1,64191528,64191760
,6.94147,chr1,64301252,64301540
Mettl21a;Creb1,5.65409,chr1,64527509,64527910
Creb1,4.48603,chr1,64532029,64532339
Creb1,24.0577,chr1,64549303,64549803
Ccnyl1;2810408I11Rik,4.37388,chr1,64690446,64690882
Fzd5,5.10158,chr1,64737469,64737746
Rpe,3.47944,chr1,66700722,66701097
Kansl1l,4.11893,chr1,66816325,66816619
Kansl1l,6.80621,chr1,66817191,66817593
Ikzf2,44.2932,chr1,69543879,69544686
Bard1,16.2295,chr1,71102268,71103178
Atic,8.26365,chr1,71556926,71557568
Xrcc5,3.57268,chr1,72307395,72307649
Rpl37a,6.70318,chr1,72710890,72711512
Arpc2,5.0417,chr1,74237190,74237517
Arpc2,4.64066,chr1,74239052,74239454
Arpc2,11.6017,chr1,74248797,74249378
Pnkd;Aamp,5.1343,chr1,74284817,74285253
Slc11a1;Mir26b;Vil1;Catip;Pnkd;Ctdsp1;Tmbim1;Usp37,3.14683,chr1,74386895,74387187
Ctdsp1,5.61928,chr1,74390027,74390459
Ctdsp1,6.00186,chr1,74391361,74391643
Mir26b;Ctdsp1,4.2971,chr1,74392299,74392576
Rqcd1,4.55332,chr1,74505531,74505864
Rqcd1,2.80377,chr1,74506098,74506717
Zfp142;Bcs1l,3.74472,chr1,74587700,74588540
Ttll4,5.69789,chr1,74661745,74662045
Ankzf1;Tuba4a;A630095N17Rik;Cnppd1;Stk16;Slc23a3;Abcb6;Glb1l;Atg9a;Zfand2b;Nhej1;Fam134a,4.2013,chr1,75124651,75125175
Cnppd1;Fam134a,4.63743,chr1,75142197,75143014
Zfand2b,7.89713,chr1,75168554,75169035
Abcb6,5.28874,chr1,75180114,75180423
Stk16;Glb1l,5.03144,chr1,75210527,75211057
Tuba4a,5.41411,chr1,75218069,75218821
A630095N17Rik,3.86722,chr1,75223247,75223562
Dnajb2,6.94147,chr1,75236432,75236896
Dnpep,4.40156,chr1,75317232,75318093
Gmppa,4.95819,chr1,75436026,75436327
Tmem198;Chpf,8.7657,chr1,75478805,75479733
Stk11ip,8.28708,chr1,75521298,75522014
Farsb,6.18755,chr1,78488551,78489016
Mogat1,7.07586,chr1,78537549,78538028
Ap1s3,7.99111,chr1,79561145,79561508
Ap1s3,5.03144,chr1,79581503,79581795
Wdfy1,4.47181,chr1,79751285,79751694
Wdfy1,4.88345,chr1,79761446,79761855
Mrpl44,5.3095,chr1,79776052,79776340
1700016L21Rik;Cul3,3.40362,chr1,80381366,80381728
1700016L21Rik;Dock10;Cul3,4.73828,chr1,80408858,80409125
1700016L21Rik;Dock10;Cul3,5.28874,chr1,80409907,80410244
Dock10,6.01443,chr1,80661547,80662263
Dock10,4.63786,chr1,80758265,80758582
Rhbdd1,3.96655,chr1,82316136,82316450
Mff,5.28178,chr1,82724818,82725141
Tm4sf20;Mff;Agfg1,19.5068,chr1,82832453,82832831
Agfg1,4.12503,chr1,82839315,82839582
Trip12;Fbxo36,8.48113,chr1,84839344,84840328
A630001G21Rik,4.82561,chr1,85734905,85735362
Sp140;Cab39;9930111H07Rik;A630001G21Rik;Mir8096;Sp100,32.3935,chr1,85739371,85740117
Mir8096,4.13679,chr1,85751407,85752091
Itm2c,5.05416,chr1,85895333,85895813
Gpr55,6.18755,chr1,85962056,85962552
2810459M11Rik;Psmd1;Itm2c;Spata3;Gpr55;Htr2b;4933407L21Rik,27.7659,chr1,86005707,86006760
Armc9,8.92474,chr1,86154455,86155088
B3gnt7,3.81941,chr1,86301197,86301700
Ncl;Snord82;C130036L24Rik,11.5239,chr1,86358321,86359366
Ncl;C130036L24Rik,4.41342,chr1,86359622,86360038
Nmur1;B3gnt7;1700019O17Rik;Mir3535;Ncl;C130036L24Rik;Snora75;Snord82,24.5534,chr1,86394357,86394640
Nmur1;Ptma;1700019O17Rik;Mir3535;Ncl;C130036L24Rik;Snora75;Snord82,6.15204,chr1,86434266,86434801
Ptma,4.22368,chr1,86526909,86527628
Ptma,6.00202,chr1,86528019,86528641
Pde6d,4.3493,chr1,86582560,86583127
Eif4e2,4.38285,chr1,87213639,87214740
Gigyf2,13.5524,chr1,87405978,87406492
Inpp5d,4.64066,chr1,87626374,87626842
Inpp5d,35.0379,chr1,87636956,87637680
Atg16l1,4.32483,chr1,87755863,87756210
Sag,4.26527,chr1,87827611,87827887
Dgkd,4.15526,chr1,87854113,87855189
Dgkd,17.1927,chr1,87877827,87878209
Usp40,6.28038,chr1,88008206,88008538
Gm19589;Trpm8;Glrp1;Spp2,2.98121,chr1,88474657,88475076
Gm19589;Trpm8;Glrp1;Spp2,4.2971,chr1,88475383,88475814
Gm19589,4.89848,chr1,88553580,88554104
Glrp1;Gm19589,6.94147,chr1,88577963,88578595
Glrp1;Gm19589,14.8561,chr1,88584565,88584870
Glrp1;Gm19589,33.7612,chr1,88587347,88587833
Gm19589;Arl4c,4.95819,chr1,88622390,88622676
Gm19589;Arl4c,6.961,chr1,88625333,88625576
2410088K16Rik;Gm19589;Arl4c,4.88893,chr1,88654713,88655176
Arl4c,3.6437,chr1,88699867,88700326
Arl4c,2.37382,chr1,88701956,88702363
Cops8,5.92974,chr1,90603165,90603715
Cops8;Col6a3,3.96655,chr1,90677730,90678062
Lrrfip1,5.82911,chr1,91052725,91053701
Lrrfip1,4.8734,chr1,91053956,91054194
Lrrfip1,4.25141,chr1,91056170,91056579
Lrrfip1,4.32483,chr1,91062468,91062814
Lrrfip1,6.64753,chr1,91065111,91065355
Lrrfip1,3.96655,chr1,91093403,91093679
Ramp1,4.63743,chr1,91193312,91193601
Ilkap,3.60941,chr1,91398358,91398704
Per2,9.56594,chr1,91459102,91459822
Traf3ip1,13.9282,chr1,91494357,91494880
Hdac4,4.62765,chr1,91984413,91984649
Hdac4,11.2822,chr1,92064128,92064791
Hdac4,3.19661,chr1,92069559,92069799
Hdac4,6.20908,chr1,92080111,92080602
Myeov2,6.94147,chr1,92641743,92642075
Dusp28;Gpc1;Mir149;Ankmy1,8.91606,chr1,92806842,92807121
Rnpepl1,3.63601,chr1,92910691,92910984
Capn10,3.47724,chr1,92934461,92935097
Ppp1r7;Mir6902;Pask,16.2909,chr1,93342217,93343920
Hdlbp;Sept2,3.56073,chr1,93478376,93479666
Stk25,8.54683,chr1,93635521,93636060
Atg4b;Thap4,3.6969,chr1,93754533,93754787
Ing5;Dtymk,7.82873,chr1,93801510,93802322
Neu4;Gm6086;Pdcd1;Gm9994,5.21916,chr1,94035230,94035592
Fam174a,14.3558,chr1,95268015,95268436
Fam174a,3.57268,chr1,95313543,95314019
St8sia4,3.94875,chr1,95655685,95656028
St8sia4,5.00166,chr1,95665167,95665500
St8sia4,3.19661,chr1,95666162,95666427
St8sia4,4.28721,chr1,95667146,95667923
D1Ertd622e,5.61928,chr1,97584260,97584609
Ppip5k2;Gin1,4.63743,chr1,97769225,97770375
Zcchc2,4.88893,chr1,105990186,105990936
Zcchc2,5.92974,chr1,105991428,105991908
Zcchc2,4.3493,chr1,105993576,105994053
Gm20753;Phlpp1,4.95819,chr1,106152003,106152248
Phlpp1,10.3126,chr1,106321420,106321722
Bcl2,3.69959,chr1,106515671,106516003
Bcl2,5.65922,chr1,106606975,106607261
Bcl2,2.79893,chr1,106612609,106613121
Bcl2,11.0907,chr1,106647327,106647620
Bcl2,5.40167,chr1,106688108,106688408
Bcl2,4.25141,chr1,106710080,106710456
Bcl2,5.11287,chr1,106711365,106711903
Bcl2,4.37912,chr1,106712469,106712735
Bcl2,4.36522,chr1,106714068,106714704
Kdsr,2.94228,chr1,106759273,106759981
Vps4b,5.61928,chr1,106796256,106797144
Nifk,8.5289,chr1,118321778,118322211
Clasp1,9.93736,chr1,118388003,118389795
Ralb,4.56676,chr1,119476844,119477111
Dbi;3110009E18Rik,5.40167,chr1,120120812,120121467
Ccdc93,3.47944,chr1,121431175,121431581
Ddx18,6.64753,chr1,121567682,121568088
Actr3,5.61928,chr1,125389971,125390347
Actr3,3.91432,chr1,125433266,125433592
Slc35f5;Actr3,8.00266,chr1,125467633,125468285
Mgat5,4.64066,chr1,127204932,127205337
Mgat5,8.26366,chr1,127225660,127225947
Mgat5,19.626,chr1,127233058,127233677
Mgat5,10.0034,chr1,127239887,127240305
Mgat5,15.9831,chr1,127296743,127297301
Mgat5,19.5435,chr1,127344792,127345383
Mgat5,8.91606,chr1,127346653,127347253
Mgat5,6.00196,chr1,127348796,127349134
Tmem163,12.3955,chr1,127637849,127638288
Ccnt2;2900009J06Rik,3.16009,chr1,127774084,127774418
R3hdm1;Zranb3,5.40167,chr1,128102268,128102599
R3hdm1;Zranb3,3.60128,chr1,128103382,128103913
Ubxn4,3.74472,chr1,128244055,128245060
Mcm6,3.47944,chr1,128357627,128358116
Mcm6,11.0437,chr1,128359258,128359911
Dars,4.72899,chr1,128416630,128417269
Cxcr4,5.21916,chr1,128548817,128549142
Cxcr4,16.7419,chr1,128590776,128592641
Cxcr4,16.144,chr1,128611801,128612155
Cxcr4,5.67192,chr1,128614722,128615289
Cxcr4,22.1466,chr1,128617445,128618077
,3.47944,chr1,128766989,128767387
,6.94147,chr1,128786918,128787294
,5.41411,chr1,128790844,128791082
,4.47181,chr1,128832348,128832731
Cd55,2.98121,chr1,130462508,130462808
Faim3,5.61928,chr1,130879821,130880116
Il10;Il20;Mapkapk2;Il19,8.73008,chr1,130993807,130994163
Il10;Il20;Mapkapk2;Il19,40.6572,chr1,131010241,131010952
Il10,18.8891,chr1,131022512,131023230
Mapkapk2,6.96408,chr1,131080768,131081016
Mapkapk2,4.73828,chr1,131096502,131096887
Dyrk3,4.12503,chr1,131138078,131138538
Rassf5,5.79679,chr1,131184209,131184896
Rassf5,4.3493,chr1,131197013,131197273
Rassf5,8.75267,chr1,131199298,131200269
Rassf5,8.11551,chr1,131204426,131204929
Srgap2,8.7657,chr1,131378799,131379421
Fam72a;Srgap2,7.61015,chr1,131527855,131528846
Ctse,4.5015,chr1,131638414,131638794
Nucks1,5.64108,chr1,131910044,131910805
Elk4,3.33448,chr1,132007332,132007771
Elk4,3.20976,chr1,132008137,132008816
Elk4,11.4702,chr1,132010676,132012729
Rbbp5,3.57268,chr1,132477019,132477625
Mdm4,6.18755,chr1,133024971,133025463
Ppp1r15b,15.9831,chr1,133130349,133131701
Ppp1r15b,5.25174,chr1,133132664,133133265
Zc3h11a;Zbed6,4.12503,chr1,133660979,133661451
Lax1,4.13939,chr1,133689566,133690141
Atp2b4;Optc;Mir6903,3.14683,chr1,133801293,133801569
Prelp;Atp2b4;Optc;Mir6903,7.27201,chr1,133815428,133816324
Chit1;Btg2;Fmod,3.42976,chr1,134061076,134061349
Chit1;Btg2;Fmod,4.71347,chr1,134063171,134063452
Chit1;Btg2;Fmod,2.98121,chr1,134063690,134063965
Chit1;Btg2;Fmod,6.85931,chr1,134065280,134065832
Chit1;Btg2;Fmod,4.78423,chr1,134066981,134067223
Btg2,7.84162,chr1,134077472,134078355
Btg2,6.50216,chr1,134078892,134079498
Chil1;Chit1;Btg2;Fmod,8.45727,chr1,134093009,134093396
Cyb5r1,5.00169,chr1,134405688,134406263
Adipor1,4.3493,chr1,134415378,134415690
Rabif,4.76644,chr1,134494547,134495147
Klhl12;Cyb5r1;Adipor1;Mgat4e;Rabif;Kdm5b,5.61928,chr1,134510108,134510391
Mgat4e;Klhl12;Syt2;Kdm5b;Rabif,10.9324,chr1,134556826,134557325
Kdm5b,4.80306,chr1,134560054,134560612
Ppp1r12b,5.94983,chr1,134955642,134956061
Ube2t,6.687,chr1,134962110,134962856
Ptprv;Ptpn7,4.0122,chr1,135132499,135133414
Ptprv;Ptpn7,4.34635,chr1,135133803,135134047
Arl8a,4.62765,chr1,135147154,135147571
Nav1;Csrp1,5.68593,chr1,135659771,135660108
Csrp1,3.93242,chr1,135729353,135729774
Gm15850;Kif21b,5.92974,chr1,136131053,136131816
Kif21b,5.00169,chr1,136134766,136135357
Kif21b,18.0568,chr1,136135959,136136508
Kif21b,4.55505,chr1,136137059,136137357
Gpr25;Camsap2;5730559C18Rik;Kif21b,9.81302,chr1,136255255,136255525
Camsap2,5.68593,chr1,136345478,136346068
Camsap2,3.81941,chr1,136346507,136346778
Kif14,14.2547,chr1,136466181,136466869
Kif14;Gm16880;Gm19705;Zfp281,14.9463,chr1,136600653,136601085
Kif14;Gm16880;Gm19705;Zfp281,3.81941,chr1,136617262,136617620
Zfp281,5.43662,chr1,136624276,136624739
Ptprc,11.0037,chr1,138136330,138137312
Ptprc,9.81621,chr1,138162638,138162965
Ptprc,3.55678,chr1,138169261,138169685
Ptprc,4.13183,chr1,138170396,138170824
Ptprc,4.44598,chr1,138171614,138172971
Ptprc,3.31151,chr1,138173646,138174012
Ptprc,9.10665,chr1,138174946,138175628
Atp6v1g3;Ptprc,5.41411,chr1,138188168,138188448
Atp6v1g3;Ptprc,6.66868,chr1,138190314,138190852
Atp6v1g3;Ptprc,8.5289,chr1,138191696,138192178
Atp6v1g3;Ptprc,3.60941,chr1,138248779,138249307
Atp6v1g3,23.4862,chr1,138289836,138290559
Nek7,5.68593,chr1,138587900,138588290
Nek7,4.4532,chr1,138619476,138620107
2310009B15Rik,5.06479,chr1,138856370,138856784
2310009B15Rik;Lhx9;4930596I21Rik;Dennd1b,4.89848,chr1,138931030,138931347
Dennd1b,3.47944,chr1,138962813,138963403
Dennd1b,22.1584,chr1,138973361,138974043
4930596I21Rik,9.14575,chr1,138975631,138976344
Aspm,8.96057,chr1,139454331,139455245
Aspm,4.28707,chr1,139455543,139455911
Glrx2,4.89848,chr1,143739396,143740021
Uchl5;Trove2,3.47944,chr1,143777171,143777547
Uchl5;Trove2,4.10651,chr1,143778112,143778348
Rgs1,5.61928,chr1,144313331,144313578
Rgs1,7.89713,chr1,144330217,144330573
Rgs1,6.94147,chr1,144334940,144335326
BC003331;Tpr,5.26501,chr1,150392524,150393730
Ivns1abp,3.80932,chr1,151344125,151344743
Ivns1abp,4.96726,chr1,151345156,151345687
Edem3,3.91437,chr1,151754687,151755005
Edem3,4.3493,chr1,151755307,151755674
1700025G04Rik,15.8778,chr1,151973059,151973621
1700025G04Rik,3.21701,chr1,152008867,152009295
1700025G04Rik,5.38134,chr1,152088720,152089887
1700025G04Rik,4.62765,chr1,152090164,152090506
,4.64066,chr1,152253992,152254226
Tsen15,5.00166,chr1,152287476,152288068
Arpc5,5.15629,chr1,152766411,152766869
Smg7,5.29605,chr1,152903337,152903841
Smg7,4.81285,chr1,152904389,152904665
Nmnat2,3.6437,chr1,153085250,153085694
Lamc2,10.5033,chr1,153140937,153141195
Lamc1,4.28721,chr1,153320339,153320570
E330020D12Rik,3.86722,chr1,153414164,153414464
Dhx9,3.00946,chr1,153486655,153487669
Npl;Rgs8,5.87155,chr1,153617625,153617871
Rnasel,7.59718,chr1,153749194,153749922
Ier5;Mr1,4.13679,chr1,155040250,155040650
Ier5;Mr1,11.3958,chr1,155050210,155051414
Ier5;Mr1;Stx6,4.24551,chr1,155083209,155083484
Ier5;Mr1;Stx6,7.27201,chr1,155091355,155091688
Ier5,3.2154,chr1,155098225,155098465
Stx6,21.1549,chr1,155201150,155201601
Xpr1,5.35901,chr1,155416967,155417592
Tor1aip2;Tor1aip1,4.3493,chr1,156035437,156036384
Tor1aip2,6.61092,chr1,156040783,156041509
Soat1;Nphs2,12.3955,chr1,156420625,156421161
Soat1,6.90214,chr1,156459555,156459932
Abl2,6.28038,chr1,156558534,156559004
Abl2,5.11287,chr1,156615535,156616449
Tnn;4930562F07Rik;4930523C07Rik,4.74824,chr1,160037031,160037273
Tnn;4930562F07Rik;4930523C07Rik,8.26365,chr1,160040023,160040291
Cacybp,4.00142,chr1,160211955,160212678
Rabgap1l,4.32483,chr1,160308977,160309258
Rc3h1,9.53914,chr1,160906025,160907038
Snord47;Gas5;Zbtb37,5.43662,chr1,161034271,161036223
Cenpl;Dars2,9.21749,chr1,161070370,161071451
Prdx6,6.62491,chr1,161251192,161251625
Prdx6;Tnfsf4,14.6954,chr1,161308971,161309758
,30.4618,chr1,161670919,161671599
Suco;Fasl,5.50183,chr1,161734821,161735164
Suco;Fasl,10.5998,chr1,161766050,161767304
Suco;Fasl,3.84757,chr1,161774815,161775310
Suco;Fasl,6.48094,chr1,161779198,161779508
Suco;Fasl,4.89848,chr1,161809188,161809688
Suco,3.47808,chr1,161875787,161876365
Dnm3,5.45304,chr1,162207334,162207669
Mettl13,5.03144,chr1,162548277,162548736
Prrc2c,6.09809,chr1,162727995,162728420
Prrc2c,5.0762,chr1,162739383,162740491
Gorab,3.76072,chr1,163403263,163403929
Scyl3,6.94147,chr1,163929660,163930283
Mettl18;BC055324,6.15204,chr1,163994519,163995292
Sell,6.61235,chr1,164073727,164074065
Sell,3.26197,chr1,164075778,164076063
Sell,6.37882,chr1,164078329,164078848
Sell;F5;Sele;Mettl18;BC055324;Gm16548;Selp,4.9195,chr1,164082820,164083166
Selp,12.7529,chr1,164135307,164137305
Slc19a2,4.28707,chr1,164249078,164249395
Blzf1;Nme7,9.28133,chr1,164307167,164307747
Dpt,6.28038,chr1,164815283,164815768
Xcl1;Gm20743,5.1343,chr1,164959790,164960304
Sft2d2,4.5015,chr1,165194105,165194682
Tiprl,6.90214,chr1,165236496,165237313
Rcsd1,4.41337,chr1,165700738,165701657
Rcsd1,4.55121,chr1,165701911,165702400
Rcsd1,4.15526,chr1,165705927,165706322
Rcsd1,5.84795,chr1,165707440,165708188
Rcsd1,4.57288,chr1,165708838,165709181
Rcsd1,4.80306,chr1,165709754,165710103
Cd247;Rcsd1;Creg1;Mpzl1,7.93311,chr1,165712007,165712254
Creg1,8.87247,chr1,165763460,165764137
Cd247,13.9136,chr1,165788712,165790630
Cd247,3.91437,chr1,165844833,165845244
Pou2f1,11.2077,chr1,166002922,166003500
Dusp27;Pou2f1,4.62765,chr1,166015859,166016253
Tada1,3.80932,chr1,166379256,166379525
Uck2,5.00169,chr1,167283743,167284172
Uck2,4.13939,chr1,167284478,167284725
Aldh9a1,4.89848,chr1,167350237,167350545
Nuf2,6.76929,chr1,169531200,169531658
3110045C21Rik;Hsd17b7,3.91437,chr1,169969087,169969626
Uap1,3.94875,chr1,170174752,170175351
Atf6,6.60205,chr1,170853648,170853965
Atf6,4.2971,chr1,170867666,170867913
Dusp12,8.23028,chr1,170884894,170885555
Pcp4l1,8.54683,chr1,171184324,171184650
Ndufs2,2.59437,chr1,171246908,171247412
Usp21,4.62765,chr1,171287617,171287918
Ufc1,4.51286,chr1,171294323,171294822
Nit1;Pfdn2,5.67192,chr1,171345641,171346055
Arhgap30,7.20255,chr1,171388518,171389244
Arhgap30,4.47181,chr1,171390036,171390416
Usf1,4.89848,chr1,171411952,171412708
Ly9,4.51286,chr1,171606842,171607498
Cd244;Slamf7;Itln1;Ly9;Cd48,7.61798,chr1,171629155,171629788
Slamf7,4.13679,chr1,171643586,171643930
Cd48,4.56994,chr1,171680710,171680954
Cd48,4.32483,chr1,171684781,171685214
Slamf6,5.40167,chr1,171919383,171919839
Slamf6,10.4342,chr1,171920969,171922176
Copa;Ncstn,3.76072,chr1,172082134,172083015
Pex19,9.13342,chr1,172126346,172126993
