chr,start,end,length,abs_summit,pileup,-log(10) values,fold_enrichment,-log(10) values,name,Annotation,Accession,Symbol,Detailed Annotation
chr1,13293354,13293880,527,13293442,28.64,10.8899,4.23394,8.1024,8038_CK_7_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_19,Intron,NM_008678;NM_001077695,Ncoa2,"intron (NM_008678, intron 1 of 22)"
chr1,13372219,13372712,494,13372344,25.68,12.4363,5.25391,9.55455,8038_CK_7_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_20,Promoter,NM_008678;NM_001077695,Ncoa2,promoter-TSS (NM_001302702)
chr1,13372993,13374807,1815,13374510,27.65,15.4212,6.23164,12.3771,8038_CK_7_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_21,Promoter,NM_008678;NM_001077695,Ncoa2,CpG
chr1,13589419,13589894,476,13589647,16.79,5.94584,3.55751,3.49554,8038_CK_7_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_22,Promoter,NM_028173,Tram1,"exon (NM_028173, exon 1 of 11)"
chr1,13593163,13593663,501,13593429,53.33,38.9028,10.2172,35.0454,8038_CK_7_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_23,Intergenic,NM_145381;NM_001011873;NM_028173,Tram1;Lactb2;Xkr9,ORR1D2|LTR|ERVL-MaLR
chr1,13660147,13660766,620,13660426,33.58,16.1317,5.50878,13.0497,8038_CK_7_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_24,Promoter,NM_145381,Lactb2,promoter-TSS (NM_145381)
chr1,15805284,15806602,1319,15806290,28.64,18.9045,7.67506,15.6945,8038_CK_7_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_25,Promoter,NM_001286628;NM_009352,Terf1,"exon (NM_001286628, exon 1 of 9)"
chr1,16103457,16104644,1188,16104587,27.65,8.48965,3.49603,5.85546,8038_CK_7_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_26,Promoter,NM_011291;NM_133832,Rpl7;Rdh10,"intron (NM_011291, intron 1 of 6)"
chr1,16105390,16105707,318,16105422,21.73,6.40804,3.24643,3.93447,8038_CK_7_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_27,Promoter,NM_011291;NM_133832,Rpl7;Rdh10,promoter-TSS (NM_133832)
chr1,16105956,16106415,460,16106087,19.75,7.99138,4.15001,5.38773,8038_CK_7_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_28,Promoter,NM_011291;NM_133832,Rpl7;Rdh10,"exon (NM_133832, exon 1 of 6)"
chr1,16618644,16618901,258,16618755,18.76,8.82417,4.71682,6.16384,8038_CK_7_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_29,Promoter,NM_001271016;NM_001271017;NR_073122;NM_025773,Ube2w,CpG
chr1,16642210,16642560,351,16642297,16.79,7.92153,4.58676,5.33213,8038_CK_7_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_30,Intergenic,NM_026456;NM_001159711;NM_027415;NM_026392;NM_016923;NM_001271016;NM_001271017;NR_037998;NR_073122;NM_025773,Tmem70;Ly96;Tceb1;D030040B21Rik;Ube2w,TTS (NM_026456)
chr1,16656483,16657608,1126,16656833,35.55,9.77814,3.32273,7.06086,8038_CK_7_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_31,Promoter,NM_026456;NR_037998,Tceb1;D030040B21Rik,promoter-TSS (NM_001310470)
chr1,16665093,16665562,470,16665218,20.74,10.9285,5.43438,8.13616,8038_CK_7_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_32,Promoter,NM_027415;NM_026392,Tmem70,"exon (NM_027415, exon 1 of 3)"
chr1,16688289,16689014,726,16688568,27.65,5.64714,2.60455,3.23234,8038_CK_7_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_33,Promoter,NM_016923;NM_001159711,Ly96,"intron (NM_001159711, intron 1 of 4)"
chr1,16747272,16747524,253,16747384,40.49,26.5338,8.29751,23.0318,8038_CK_7_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_34,Intergenic,NM_026456;NM_001159711;NM_027415;NM_016923;NR_037998;NM_026392,Tmem70;Ly96;Tceb1;D030040B21Rik,Intergenic
chr1,20740588,20740925,338,20740774,54.31,49.2107,14.324,45.1295,8038_CK_7_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_35,Intergenic,NR_029902;NM_008563;NM_010552;NR_029593;NM_145856,Mcm3;Mir206;Il17f;Mir133b;Il17a,Intergenic
chr1,20819078,20820684,1607,20820237,61.23,32.9218,6.9139,29.2193,8038_CK_7_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_36,Promoter,NM_008563,Mcm3,"intron (NM_008563, intron 1 of 16)"
chr1,21960663,21961353,691,21961092,30.61,9.27005,3.51251,6.58354,8038_CK_7_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_37,Promoter,NM_001160139;NM_023872,Kcnq5,CpG
chr1,30793030,30793401,372,30793162,51.35,45.3821,13.5568,41.3769,8038_CK_7_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_38,Intergenic,NM_001081080,Phf3,Intergenic
chr1,30872458,30873088,631,30872755,18.76,9.25272,4.94063,6.56753,8038_CK_7_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_39,Intergenic,NM_001081080;NR_002688;NM_011200,Gm13363;Ptp4a1;Phf3,Intergenic
chr1,30949239,30950324,1086,30950130,51.35,38.3027,10.47,34.4587,8038_CK_7_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_40,Promoter,NR_002688;NM_011200,Gm13363;Ptp4a1,promoter-TSS (NR_002688)
chr1,33612251,33612586,336,33612344,32.59,15.9754,5.59793,12.9052,8038_CK_7_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_41,Intron,NM_008922,Prim2,"intron (NM_008922, intron 7 of 13)"
chr1,33669404,33670681,1278,33669874,34.56,17.6571,5.92709,14.51,8038_CK_7_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_42,Promoter,NM_008922;NR_033199,1700001G17Rik;Prim2,promoter-TSS (NM_008922)
chr1,33883286,33883874,589,33883489,26.66,16.9049,7.16361,13.789,8038_CK_7_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_43,Exon,NM_177235,Bend6,"5' UTR (NM_177235, exon 2 of 7)"
chr1,34439452,34440140,689,34439867,51.35,15.506,3.73929,12.4589,8038_CK_7_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_44,Promoter,NM_027159;NM_178601,Ccdc115;Imp4,promoter-TSS (NM_027159)
chr1,34459531,34460124,594,34459761,15.8,6.9063,4.20001,4.38915,8038_CK_7_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_45,Promoter,NM_011206,Ptpn18,promoter-TSS (NM_011206)
chr1,34472403,34473495,1093,34472950,34.56,22.0709,7.73517,18.728,8038_CK_7_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_46,Exon,NM_011206,Ptpn18,"exon (NM_011206, exon 13 of 15)"
chr1,34478832,34479196,365,34478906,20.74,10.6256,5.27886,7.8491,8038_CK_7_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_47,Intergenic,NM_027159;NR_039562;NM_011206;NM_007685;NM_009355;NM_009356;NM_178601,Ptpn18;Prss40;Imp4;Ccdc115;Mir5103;Prss39;Cfc1,Intergenic
chr1,34482034,34482272,239,34482079,19.75,7.99138,4.15001,5.38773,8038_CK_7_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_48,Intergenic,NM_027159;NR_039562;NM_011206;NM_007685;NM_009355;NM_009356;NM_178601;NM_213727,Ptpn18;Prss40;Imp4;Amer3;Ccdc115;Mir5103;Prss39;Cfc1,Intergenic
chr1,34801723,34802520,798,34802188,41.48,23.9089,7.07918,20.5025,8038_CK_7_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_49,Promoter,NM_183019,Arhgef4,"intron (NM_183019, intron 1 of 9)"
chr1,34842007,34842757,751,34842193,25.68,15.9283,6.90788,12.8619,8038_CK_7_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_50,Promoter,NM_001160235;NM_174997;NM_001160236,Fam168b,AT_rich|Low_complexity|Low_complexity
chr1,34843158,34843496,339,34843279,21.73,9.3096,4.47591,6.62116,8038_CK_7_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_51,Promoter,NM_001160235;NM_174997;NM_001160236,Fam168b,promoter-TSS (NM_001160235)
chr1,34849875,34850182,308,34850047,24.69,14.968,6.65215,11.9484,8038_CK_7_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_52,Promoter,NM_145516;NM_175421,Plekhb2,promoter-TSS (NM_145516)
chr1,36068406,36068905,500,36068645,20.74,10.9285,5.43438,8.13616,8038_CK_7_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_53,Promoter,NM_015818,Hs6st1,"5' UTR (NM_015818, exon 1 of 2)"
chr1,36160095,36160947,853,36160383,62.21,40.8368,9.03037,36.9325,8038_CK_7_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_54,Intron,NM_198899,Uggt1,"intron (NM_198899, intron 31 of 40)"
chr1,36242011,36242396,386,36242120,16.79,7.95722,4.60633,5.35891,8038_CK_7_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_55,Promoter,NM_198899,Uggt1,"intron (NM_198899, intron 1 of 40)"
chr1,36243755,36244392,638,36244121,43.45,29.2983,8.75487,25.7118,8038_CK_7_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_56,Promoter,NM_198899,Uggt1,"exon (NM_198899, exon 1 of 41)"
chr1,36261759,36262514,756,36262310,35.55,12.4287,4.06112,9.54875,8038_CK_7_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_57,Intergenic,NR_033310;NM_001172206;NM_001172205;NM_153408;NM_172652;NM_145996;NR_105863;NM_001290727;NM_001290726;NM_198899,Kansl3;Mir6898;Neurl3;Arid5a;Uggt1,Tigger5b|DNA|TcMar-Tigger
chr1,36264039,36265150,1112,36264220,28.64,15.1622,5.92751,12.1308,8038_CK_7_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_58,Exon,NM_153408,Neurl3,TTS (NM_153408)
chr1,36274659,36275652,994,36275386,20.74,9.51782,4.72811,6.81795,8038_CK_7_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_59,Promoter,NM_153408,Neurl3,Intergenic
chr1,36293400,36295033,1634,36293660,148.13,122.28,14.9125,117.303,8038_CK_7_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_60,Intergenic,NR_033310;NM_001172206;NM_001172205;NM_001277076;NM_153408;NM_172652;NM_145996;NR_105863;NM_001290727;NM_001290726;NM_198899,Kansl3;Mir6898;Fer1l5;Arid5a;Neurl3;Uggt1,Intergenic
chr1,36295340,36295713,374,36295462,19.75,8.9431,4.6095,6.27634,8038_CK_7_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_61,Intergenic,NR_033310;NM_001172206;NM_001172205;NM_001277076;NM_153408;NM_172652;NM_145996;NR_105863;NM_001290727;NM_001290726;NM_198899,Kansl3;Mir6898;Fer1l5;Arid5a;Neurl3;Uggt1,Intergenic
chr1,36296658,36297253,596,36296752,40.49,9.33966,2.9634,6.65018,8038_CK_7_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_62,Intergenic,NR_033310;NM_001172206;NM_001172205;NM_001277076;NM_153408;NM_172652;NM_145996;NR_105863;NM_001290727;NM_001290726;NM_198899,Kansl3;Mir6898;Fer1l5;Arid5a;Neurl3;Uggt1,Intergenic
chr1,36307211,36309561,2351,36308137,70.11,44.9234,8.88908,40.9315,8038_CK_7_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_63,Promoter,NR_033310;NM_001172206;NM_001172205;NM_145996;NM_001290727;NM_001290726,Arid5a,"intron (NM_001172206, intron 1 of 6)"
chr1,36310427,36310706,280,36310527,17.78,5.22418,3.11024,2.84505,8038_CK_7_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_64,Intron,NR_033310;NM_001172206;NM_001172205;NM_145996;NM_001290727;NM_001290726,Arid5a,"intron (NM_001172206, intron 1 of 6)"
chr1,36368244,36369077,834,36368914,22.71,11.7068,5.44155,8.86977,8038_CK_7_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_65,Promoter,NM_172652,Kansl3,"intron (NM_172652, intron 1 of 20)"
chr1,36444868,36445317,450,36445193,33.58,18.6918,6.50272,15.4961,8038_CK_7_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_66,Promoter,NM_001013374,Lman2l,"exon (NM_001310517, exon 1 of 9)"
chr1,36471074,36471464,391,36471320,32.59,6.35161,2.58366,3.88279,8038_CK_7_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_67,Promoter,NM_033570,Cnnm4,promoter-TSS (NM_033570)
chr1,36511537,36512071,535,36511774,24.69,14.9125,6.62389,11.9011,8038_CK_7_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_68,Promoter,NM_053186;NM_001039551,Cnnm3,promoter-TSS (NM_053186)
chr1,36546126,36546368,243,36546144,14.81,6.17368,3.95313,3.71047,8038_CK_7_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_69,Promoter,NM_026241,Ankrd39,B3|SINE|B2
chr1,36557959,36558197,239,36558063,13.83,5.67194,3.82284,3.25541,8038_CK_7_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_70,Promoter,NM_001126047,Sema4c,promoter-TSS (NM_001304330)
chr1,36691345,36692115,771,36691563,37.53,17.6823,5.50358,14.5316,8038_CK_7_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_71,Promoter,NM_009942,Cox5b,CpG
chr1,36709676,36709971,296,36709791,30.61,8.10064,3.16126,5.49198,8038_CK_7_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_72,Promoter,NM_146107,Actr1b,"exon (NM_146107, exon 1 of 11)"
chr1,36719621,36720238,618,36719783,14.81,6.42583,4.09488,3.93936,8038_CK_7_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_73,Intron,NR_040290,4933424G06Rik,"intron (NR_040290, intron 2 of 8)"
chr1,36761526,36763195,1670,36761924,46.41,16.6548,4.31024,13.5556,8038_CK_7_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_74,Promoter,NM_009539;NM_001289766,Zap70,"intron (NM_009539, intron 1 of 12)"
chr1,36764695,36764941,247,36764731,18.76,7.56363,4.08541,4.99677,8038_CK_7_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_75,Promoter,NM_001289766;NM_001289765,Zap70,"intron (NM_001289766, intron 1 of 12)"
chr1,36766327,36767781,1455,36766776,37.53,27.8561,9.63127,24.3084,8038_CK_7_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_76,Promoter,NM_001289766;NM_001289765,Zap70,"5' UTR (NM_001289765, exon 1 of 13)"
chr1,36797567,36797808,242,36797725,18.76,9.58595,5.11779,6.87386,8038_CK_7_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_77,Intron,NM_018872,Tmem131,ORR1F|LTR|ERVL-MaLR
chr1,36883695,36884084,390,36883865,29.63,19.9265,7.93079,16.6741,8038_CK_7_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_78,Intron,NM_018872,Tmem131,"intron (NM_018872, intron 2 of 40)"
chr1,36920200,36920556,357,36920296,15.8,6.26803,3.85527,3.80023,8038_CK_7_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_79,Intron,NM_018872,Tmem131,"intron (NM_018872, intron 1 of 40)"
chr1,36937670,36938092,423,36937715,15.8,6.9063,4.20001,4.38915,8038_CK_7_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_80,Promoter,NM_018872,Tmem131,"intron (NM_018872, intron 1 of 40)"
chr1,36938417,36938920,504,36938634,16.79,7.95722,4.60633,5.35891,8038_CK_7_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_81,Promoter,NM_018872,Tmem131,"intron (NM_018872, intron 1 of 40)"
chr1,36939652,36940189,538,36939874,38.51,17.944,5.46079,14.7764,8038_CK_7_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_82,Promoter,NM_018872,Tmem131,promoter-TSS (NM_018872)
chr1,37000435,37000794,360,37000689,30.61,20.9626,8.18652,17.6697,8038_CK_7_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_83,Intergenic,NM_018872,Tmem131,B3A|SINE|B2
chr1,37028982,37029835,854,37029181,28.64,18.9045,7.67506,15.6945,8038_CK_7_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_84,Intergenic,NM_018872,Tmem131,promoter-TSS (NM_001370828)
chr1,37299910,37300794,885,37299970,28.64,18.8391,7.64246,15.6363,8038_CK_7_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_85,Promoter,NM_030266;NM_001290797,Inpp4a,CpG
chr1,37429469,37430563,1095,37430017,49.38,31.5188,8.34505,27.8609,8038_CK_7_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_86,Promoter,NM_198006;NM_026123,Coa5;Unc50,promoter-TSS (NM_026123)
chr1,37473280,37473766,487,37473467,28.64,10.8899,4.23394,8.1024,8038_CK_7_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_87,Intron,NM_001290801;NM_173870,Mgat4a,L1M3b|LINE|L1
chr1,37477544,37479162,1619,37478348,38.51,17.4058,5.28559,14.2677,8038_CK_7_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_88,Intron,NM_001290801;NM_173870,Mgat4a,"intron (NM_173870, intron 5 of 15)"
chr1,37491653,37492098,446,37491993,20.74,10.0484,4.98833,7.31366,8038_CK_7_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_89,Intron,NM_001290801;NM_173870,Mgat4a,"intron (NM_173870, intron 4 of 15)"
chr1,37495857,37496822,966,37496127,26.66,11.2515,4.61042,8.44183,8038_CK_7_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_90,Exon,NM_001290801;NM_173870,Mgat4a,"intron (NM_001290801, intron 2 of 14)"
chr1,37544629,37544877,249,37544731,26.66,10.7355,4.40742,7.95561,8038_CK_7_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_91,Intergenic,NR_024017;NM_001290801;NM_028096;NM_173870,2010300C02Rik;Mgat4a;4930594C11Rik,Intergenic
chr1,37585830,37586366,537,37586077,45.43,37.9525,12.0224,34.1166,8038_CK_7_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_92,Intergenic,NR_024017;NM_001290801;NM_028096;NM_173870,2010300C02Rik;Mgat4a;4930594C11Rik,MLT2B2|LTR|ERVL
chr1,37614970,37615520,551,37615116,24.69,11.8043,5.13751,8.95797,8038_CK_7_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_93,Intron,NM_028096,2010300C02Rik,"intron (NM_028096, intron 7 of 9)"
chr1,37864676,37865732,1057,37865018,40.49,14.2051,4.14876,11.2278,8038_CK_7_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_94,Promoter,NM_207228;NM_001290720,Tsga10,promoter-TSS (NM_207228)
chr1,37872186,37872769,584,37872297,44.44,26.7458,7.57293,23.239,8038_CK_7_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_95,Promoter,NM_001037918,Lipt1,"intron (NM_001037918, intron 1 of 1)"
chr1,37889254,37890739,1486,37890333,60.24,39.7956,9.06415,35.9199,8038_CK_7_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_96,Promoter,NM_026913;NM_027098,Mrpl30;Mitd1,promoter-TSS (NM_027098)
chr1,37996848,37997464,617,37997039,37.53,20.1651,6.382,16.9039,8038_CK_7_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_97,Promoter,NM_198303;NM_172054,Txndc9;Eif5b,promoter-TSS (NM_172054)
chr1,37997765,37998514,750,37997983,36.54,19.3873,6.25626,16.1577,8038_CK_7_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_98,Promoter,NM_198303;NM_172054,Txndc9;Eif5b,promoter-TSS (NM_172054)
chr1,38129792,38130045,254,38130040,20.74,7.09102,3.62292,4.55718,8038_CK_7_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_99,Promoter,NM_019570,Rev1,promoter-TSS (NM_001359287)
chr1,38662675,38663325,651,38662891,28.64,13.7532,5.33351,10.7996,8038_CK_7_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_100,Intergenic,NM_001290814,Aff3,Intergenic
chr1,38664199,38666016,1818,38664706,34.56,23.0187,8.16089,19.6443,8038_CK_7_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_101,Intergenic,NM_001290814,Aff3,Intergenic
chr1,38694295,38694874,580,38694331,22.71,5.86828,2.96407,3.4263,8038_CK_7_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_102,Intergenic,NM_001029878;NM_001290814,Aff3;Lonrf2,Intergenic
chr1,38777504,38778017,514,38777658,77.03,60.9734,12.4316,56.692,8038_CK_7_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_103,Intergenic,NM_145142;NM_001029878,Chst10;Lonrf2,Intergenic
chr1,38987587,38987957,371,38987833,21.73,6.40804,3.24643,3.93447,8038_CK_7_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_104,Promoter,NM_026850,Pdcl3,promoter-TSS (NM_026850)
chr1,39196349,39197243,895,39196901,115.54,111.603,19.423,106.712,8038_CK_7_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_105,Promoter,NM_008719,Npas2,"intron (NM_008719, intron 1 of 20)"
chr1,39207090,39207357,268,39207139,21.73,9.46042,4.54501,6.76286,8038_CK_7_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_106,Intron,NM_008719,Npas2,"intron (NM_008719, intron 1 of 20)"
chr1,39367784,39368369,586,39367970,40.49,25.3098,7.80279,21.8501,8038_CK_7_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_107,Promoter,NM_053257;NM_001252219;NM_001252218,Rpl31,"5' UTR (NM_001252218, exon 1 of 4)"
chr1,39368670,39369028,359,39368804,17.78,6.60524,3.75501,4.10212,8038_CK_7_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_108,Promoter,NM_053257;NM_001252219;NM_001252218,Rpl31,"intron (NM_053257, intron 2 of 4)"
chr1,39535431,39536081,651,39535564,21.73,8.05285,3.92035,5.44631,8038_CK_7_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_109,Promoter,NM_028043,Cnot11,promoter-TSS (NM_028043)
chr1,39576028,39577550,1523,39576252,50.36,42.3313,12.4732,38.3915,8038_CK_7_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_110,Promoter,NM_001033135,Rnf149,CpG
chr1,39734144,39734995,852,39734326,20.74,10.9285,5.43438,8.13616,8038_CK_7_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_111,Intergenic,NM_001177348;NM_170597;NM_001145660,Gm3646;Rfx8;Creg2,Intergenic
chr1,39761280,39761639,360,39761353,16.79,7.42795,4.31962,4.8682,8038_CK_7_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_112,Intergenic,NM_001177348;NM_001145660;NR_040465,1700066B17Rik;Gm3646;Rfx8,Intergenic
